stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,platform_code
1434_02,,岐阜電材前,,35.416012132,136.736926019,1434_02,,0,
1502_01,,ふじの湯・まさき接骨院,,35.4505607250227,136.74608450359,1502_01,,0,
1502_02,,ふじの湯・まさき接骨院,,35.450402077,136.746212733,1502_02,,0,
1503_01,,正木北公園前,,35.453382397,136.748192316,1503_01,,0,
1504_01,,石黒クリニック前,,35.4535069819548,136.750291987582,1504_01,,0,
1504_02,,石黒クリニック前,,35.453499804,136.750170615,1504_02,,0,
1505_01,,鷺山北公園,,35.452935508,136.752425368,1505_01,,0,
1505_02,,鷺山北公園,,35.452854243073,136.752028604037,1505_02,,0,
1506_01,,鷺山保育所,,35.452686673878,136.756078645711,1506_01,,0,
1506_02,,鷺山保育所,,35.452626628,136.756072398,1506_02,,0,
1507_01,,早田飯店前,,35.453388481,136.757327993,1507_01,,0,
1507_02,,早田飯店前,,35.453305343,136.757263582,1507_02,,0,
1508_01,,アミカ北,,35.4554614660952,136.761353226539,1508_01,,0,
1508_02,,アミカ北,,35.455386903,136.761424812,1508_02,,0,
1509_01,,平野内科クリニック,,35.455694044,136.763154753,1509_01,,0,
1509_02,,平野内科クリニック,,35.45559133,136.763049747,1509_02,,0,
1510_01,,JA常磐支店前,,35.460051193,136.763092341,1510_01,,0,
1510_02,,JA常磐支店前,,35.459773893,136.763315141,1510_02,,0,
1511_01,,常磐保育園,,35.461319376,136.762205707,1511_01,,0,
1511_02,,常磐保育園,,35.4614402986568,136.762211269993,1511_02,,0,
1512_01,,中野,,35.4632948216838,136.763394792288,1512_01,,0,
1512_02,,中野,,35.463460795,136.763762425,1512_02,,0,
1513_01,,堤,,35.4650590570144,136.765675179895,1513_01,,0,
1513_02,,堤,,35.464915232,136.765610263,1513_02,,0,
1514_00,,鶴山霊園前【南側】,,35.466982878,136.766241119,1514_00,,0,
1514_01,,鶴山霊園前【北側】,,35.4674061815153,136.765893053744,1514_01,,0,
1515_00,,岐阜工芸北,,35.470748945,136.762497366,1515_00,,0,
1516_00,,貢毛,,35.473695552,136.760140488,1516_00,,0,
1517_00,,清水団地,,35.4769027939574,136.757512681079,1517_00,,0,
1518_00,,地蔵堂前,,35.478547194,136.756437786,1518_00,,0,
1519_00,,了義寺（半僧坊）前,,35.47855614,136.758155793,1519_00,,0,
1520_00,,鈴道,,35.478017089,136.760964568,1520_00,,0,
1521_00,,椿洞,,35.476521041,136.762602653,1521_00,,0,
1522_00,,川東,,35.474287662,136.763513531,1522_00,,0,
1523_00,,川東下,,35.472722491,136.765413418,1523_00,,0,
1524_00,,藤ヶ崎,,35.470971221,136.765561903,1524_00,,0,
1525_01,,上中野,,35.465949301,136.767345975,1525_01,,0,
1525_02,,上中野,,35.4658327109545,136.767316823868,1525_02,,0,
1526_01,,常磐松,,35.464710941,136.768813841,1526_01,,0,
1526_02,,常磐松,,35.464581353,136.768799076,1526_02,,0,
1527_01,,八代公園,,35.4616120964049,136.77305987563,1527_01,,0,
1527_02,,八代公園,,35.461540196,136.773051194,1527_02,,0,
1528_01,,サンマート・長良整形,,35.461550383,136.775158109,1528_01,,0,
1528_02,,サンマート・長良整形,,35.461445956,136.77500795,1528_02,,0,
1529_01,,北部コミセン,,35.460137252,136.774599655,1529_01,,0,
1529_02,,北部コミセン,,35.4605552548398,136.774725260395,1529_02,,0,
1530_01,,岩砂病院・波多野医院,,35.458220539,136.774689159,1530_01,,0,
1530_02,,岩砂病院・波多野医院,,35.458217361,136.774515545,1530_02,,0,
1531_01,,平成調剤薬局前,,35.4568198777087,136.774495663418,1531_01,,0,
1534_01,,わたなべ内科,,35.451428863,136.772696444,1534_01,,0,
1534_02,,わたなべ内科,,35.451544005,136.772866964,1534_02,,0,
1535_01,,竹村歯科医院,,35.451539096,136.770921958,1535_01,,0,
1535_02,,竹村歯科医院,,35.451652944,136.770916818,1535_02,,0,
1536_01,,ごとう整形外科,,35.449444093,136.769676083,1536_01,,0,
1536_02,,ごとう整形外科,,35.4493178432238,136.769507601857,1536_02,,0,
1537_01,,福光公園西,,35.447721299,136.769362775,1537_01,,0,
1537_02,,福光公園西,,35.447743814,136.769186844,1537_02,,0,
1538_01,,長良西小,,35.444778518,136.768766441,1538_01,,0,
1538_02,,長良西小,,35.444769269,136.768615897,1538_02,,0,
1539_00,,長良川国際会議場,,35.441919991,136.768395439,1539_00,,0,
1540_01,,早田東町,,35.436724218,136.759568049,1540_01,,0,
1540_02,,早田東町,,35.436872785,136.759661131,1540_02,,0,
1542_01,,ぎふ清流福祉エリア,,35.440841287,136.755657868,1542_01,,0,
1542_02,,ぎふ清流福祉エリア,,35.440978742,136.755721463,1542_02,,0,
1543_01,,メモリアル西,,35.442622263,136.758255287,1543_01,,0,
1543_02,,メモリアル西,,35.442255015,136.757260094,1543_02,,0,
1544_01,,メモリアル前,,35.443710475,136.764529994,1544_01,,0,
1544_02,,メモリアル前,,35.443820832,136.76470561,1544_02,,0,
1545_01,,北消防署前,,35.445191401,136.761622735,1545_01,,0,
1545_02,,北消防署前,,35.445050063,136.762569988,1545_02,,0,
1546_01,,清洲公民館,,35.4457185877007,136.760319694876,1546_01,,0,
1547_01,,簡易保険前,,35.4463350377018,136.758808592993,1547_01,,0,
1547_02,,簡易保険前,,35.4459467530344,136.760059185326,1547_02,,0,
1548_01,,鷺山白鷺町,,35.446591696,136.756063572,1548_01,,0,
1548_02,,鷺山白鷺町,,35.4467281943516,136.756177018003,1548_02,,0,
1549_01,,鷺山玉川町,,35.4463342176105,136.753983532939,1549_01,,0,
1549_02,,鷺山玉川町,,35.4464550594863,136.75412367836,1549_02,,0,
1550_01,,月見町,,35.4454426871938,136.753712264026,1550_01,,0,
1551_01,,若草町,,35.445376933,136.750759575,1551_01,,0,
1552_01,,千草町,,35.4461920937963,136.749982563174,1552_01,,0,
1553_02,,緑ヶ丘,,35.4464554485715,136.750608940563,1553_02,,0,
1554_01,,マーサ東,,35.4464609112779,136.746703644237,1554_01,,0,
1554_02,,マーサ東,,35.4465767205655,136.746558804951,1554_02,,0,
1555_01,,正木マーサ前,,35.447414706,136.745790819,1555_01,,0,
1601_00,,バロー茜部本郷店,,35.391032121,136.75576019,1601_00,,0,
1602_01,,神明神社（茜部）,,35.390007774,136.756135249,1602_01,,0,
1603_01,,整形外科城南病院前,,35.3877,136.75603,1603_01,,0,
1604_01,,中央卸売市場,,35.385147995,136.75567941,1604_01,,0,
1605_01,,新所3丁目,,35.382125209,136.756740161,1605_01,,0,
1606_01,,茜部小学校前,,35.380796321,136.756624601,1606_01,,0,
1607_01,,茜部公民館前,,35.38003844,136.755358731,1607_01,,0,
1608_01,,イトーパッケージ前,,35.379820246,136.751574068,1608_01,,0,
1609_01,,菱野4丁目,,35.380959266,136.750578083,1609_01,,0,
1610_01,,こいし整形外科・しょうなん調剤薬局,,35.3847585717034,136.747770309448,1610_01,,0,
1611_01,,あかね公園・市営アパート前,,35.3856600569769,136.750504757371,1611_01,,0,
1612_01,,南市民健康センター,,35.386942115,136.750976758,1612_01,,0,
1613_01,,赤十字血液センター西,,35.3903805798847,136.750324794651,1613_01,,0,
1613_02,,赤十字血液センター西,,35.3904351914727,136.750311383606,1613_02,,0,
1614_01,,中島2丁目,,35.39178136,136.748923364,1614_01,,0,
1614_02,,中島2丁目,,35.3917875323424,136.748999891146,1614_02,,0,
1615_01,,中島1丁目,,35.393610693,136.748954551,1615_01,,0,
1615_02,,中島1丁目,,35.3936357673305,136.749030636357,1615_02,,0,
1616_01,,大野2丁目西,,35.3961165664474,136.748887926102,1616_01,,0,
1616_02,,大野2丁目西,,35.3956648013098,136.748951209687,1616_02,,0,
1620_01,,水主町1丁目,,35.39354195,136.756727307,1620_01,,0,
1620_02,,水主町1丁目,,35.393458313,136.756837483,1620_02,,0,
1621_01,,朝霧町,,35.3922931789533,136.763308681547,1621_01,,0,
1621_02,,朝霧町,,35.392259525,136.763082442,1621_02,,0,
1622_01,,城東通り5丁目,,35.39334909,136.764598202,1622_01,,0,
1622_02,,城東通り5丁目,,35.393332191,136.764775188,1622_02,,0,
1623_01,,下川手バス停前,,35.3951537415641,136.764999591756,1623_01,,0,
1623_02,,下川手バス停前,,35.395193706,136.765132976,1623_02,,0,
1624_01,,JA・地域包括厚見,,35.397357987,136.766655224,1624_01,,0,
1624_02,,JA・地域包括厚見,,35.397111759,136.767456558,1624_02,,0,
1625_01,,宮北町,,35.39751745,136.768211085,1625_01,,0,
1625_02,,宮北町,,35.397827667,136.768306327,1625_02,,0,
1626_01,,岡本・中島米穀前,,35.3999505942537,136.768196017676,1626_01,,0,
1626_02,,岡本・中島米穀前,,35.399824869,136.768265127,1626_02,,0,
1627_01,,いながき理容店・松野酒店前,,35.4019713887332,136.768322647863,1627_01,,0,
1627_02,,いながき理容店・松野酒店前,,35.402096923,136.768392338,1627_02,,0,
1628_02,,茶所東,,35.402052591,136.770566009,1628_02,,0,
1629_01,,栢屋商店前,,35.40110193597,136.770655207,1629_01,,0,
1629_02,,栢屋商店前,,35.400704242,136.770555463,1629_02,,0,
1630_01,,厚見公民館前,,35.3978368652809,136.770608930644,1630_01,,0,
1630_02,,厚見公民館前,,35.397875576,136.770540124,1630_02,,0,
1631_01,,厚八グランド北,,35.395978638,136.773169059,1631_01,,0,
1631_02,,厚八グランド北,,35.395910638,136.772674618,1631_02,,0,
1632_01,,野畑南,,35.395827076,136.776227943,1632_01,,0,
1632_02,,野畑南,,35.395900426,136.776276137,1632_02,,0,
1633_01,,野畑北,,35.396991694,136.775698091,1633_01,,0,
1633_02,,野畑北,,35.397012512,136.775752374,1633_02,,0,
1634_01,,厚見中学校前,,35.3984308730695,136.774410022272,1634_01,,0,
1634_02,,厚見中学校前,,35.3983849589573,136.774452937616,1634_02,,0,
1635_01,,えんま堂,,35.39966,136.77702,1635_01,,0,
1635_02,,えんま堂,,35.399561553,136.776640587,1635_02,,0,
1636_01,,領下八幡神社,,35.4004003,136.779512077,1636_01,,0,
1636_02,,領下八幡神社,,35.4004268232223,136.77980789445,1636_02,,0,
1637_01,,細畑・二ツ山,,35.4006809525894,136.781753341873,1637_01,,0,
1637_02,,細畑・二ツ山,,35.40062952,136.782134379,1637_02,,0,
1638_01,,うおいち前,,35.403271197,136.782280153,1638_01,,0,
1638_02,,うおいち前,,35.403405875,136.782226116,1638_02,,0,
1639_01,,林クリニック前,,35.403600985,136.780262827,1639_01,,0,
1639_02,,林クリニック前,,35.403735855,136.780240824,1639_02,,0,
1640_01,,領下郵便局,,35.403998435,136.777741245,1640_01,,0,
1640_02,,領下郵便局,,35.4041150156811,136.777622224658,1640_02,,0,
1641_01,,西領下,,35.40428568,136.775831874,1641_01,,0,
1641_02,,西領下,,35.404436843,136.775719506,1641_02,,0,
1642_01,,小島内科クリニック,,35.404478582,136.772807216,1642_01,,0,
1642_02,,小島内科クリニック,,35.404479575,136.772724748,1642_02,,0,
1643_01,,上川手東,,35.402399408,136.772948453,1643_01,,0,
1643_02,,上川手東,,35.402300161,136.772837299,1643_02,,0,
1644_01,,上川手西,,35.402331794,136.770385089,1644_01,,0,
1645_01,,加納八幡町,,35.402648799,136.767411768,1645_01,,0,
1645_02,,加納八幡町,,35.4027338924564,136.767337872934,1645_02,,0,
1701_00,,岐阜病院前,,35.43260647,136.815783004,1701_00,,0,
1702_01,,平和堂,,35.428161586,136.814770474,1702_01,,0,
1702_02,,平和堂,,35.42808715,136.8146928,1702_02,,0,
1703_00,,ザ・パームガーデン前,,35.428016257,136.812358378,1703_00,,0,
1704_00,,城美台公民館前,,35.4278405850477,136.81142957538,1704_00,,0,
1705_00,,城美台北,,35.42709136,136.810940996,1705_00,,0,
1706_00,,城美台西,,35.427485843,136.808784626,1706_00,,0,
1707_00,,日野南4丁目,,35.430390924,136.808420074,1707_00,,0,
1708_00,,もりおか内科前,,35.430752384,136.804851793,1708_00,,0,
1709_00,,中央公園,,35.430315552,136.802359452,1709_00,,0,
1710_00,,信長苑西,,35.430340557,136.799573521,1710_00,,0,
1711_00,,信長苑東,,35.430900856,136.800311188,1711_00,,0,
1712_00,,西山口,,35.4317266724409,136.802926343634,1712_00,,0,
1713_00,,天満神社西,,35.431995476,136.804269343,1713_00,,0,
1714_00,,日野駐在所前,,35.431805143,136.806030156,1714_00,,0,
1715_00,,誓源寺前,,35.4342474641303,136.804997906665,1715_00,,0,
1716_00,,JA日野支店南,,35.435834257,136.803931523,1716_00,,0,
1717_00,,日野小学校前,,35.4378069844885,136.803737338946,1717_00,,0,
1718_00,,堂後,,35.439578573,136.80548849,1718_00,,0,
1719_00,,日野西3丁目,,35.437575352,136.800776598,1719_00,,0,
1720_00,,日野保育園前,,35.438382004,136.802591427,1720_00,,0,
1721_00,,たかやま接骨院前,,35.436541184,136.80430735,1721_00,,0,
1722_00,,日野古墳前,,35.43515835,136.806056176,1722_00,,0,
1723_00,,安壮接骨院前,,35.432630835,136.809459422,1723_00,,0,
1724_00,,日野東2丁目,,35.432380284,136.81182669,1724_00,,0,
1725_00,,岐阜病院南,,35.432129222,136.814065857,1725_00,,0,
1726_00,,日野恵光前,,35.433542543,136.817824639,1726_00,,0,
1727_00,,第3岐阜老人ホーム前,,35.4333776,136.81920482,1727_00,,0,
1728_00,,成瀬クリニック前,,35.4311022975396,136.817175010931,1728_00,,0,
1801_00,,バロー北一色店,,35.412447941,136.794067103,1801_00,,0,
1802_00,,野一色4丁目,,35.412470911,136.797290213,1802_00,,0,
1805_00,,前一色西,,35.408072175,136.797360842,1805_00,,0,
1806_00,,前一色中,,35.407877479,136.798840606,1806_00,,0,
1807_00,,前一色東,,35.407700927,136.803528685,1807_00,,0,
1808_00,,獅子林前,,35.40774575,136.805015823,1808_00,,0,
1809_00,,岩地1丁目中央,,35.409907725,136.806137862,1809_00,,0,
1810_00,,はしもと内科前,,35.410731548,136.807296587,1810_00,,0,
1811_00,,野一色5丁目東,,35.4123344030533,136.808060420138,1811_00,,0,
1812_00,,マックスバリュ前,,35.41358964,136.809177808,1812_00,,0,
1813_00,,水海道2丁目,,35.413622283,136.812093233,1813_00,,0,
1814_00,,新田公民館前,,35.417181961,136.812651923,1814_00,,0,
1815_00,,中琴塚,,35.419398416,136.812924901,1815_00,,0,
1816_00,,北琴塚,,35.422800557,136.814116314,1816_00,,0,
1819_00,,城美南公園前,,35.4255849436214,136.810894194071,1819_00,,0,
1820_00,,サフィールあまいけ前,,35.4251135334338,136.813530872123,1820_00,,0,
1821_00,,ウエルシア岐阜琴塚店,,35.421277236,136.814257893,1821_00,,0,
1822_00,,西琴塚,,35.419230488,136.811789436,1822_00,,0,
1823_00,,澤田病院前,,35.417895193,136.805420663,1823_00,,0,
1824_00,,中寺町,,35.4180553550043,136.803101874961,1824_00,,0,
1825_00,,山陽町,,35.4189,136.80095,1825_00,,0,
1826_00,,長森本町北,,35.4212858,136.798841225,1826_00,,0,
1827_00,,棚橋内科前,,35.4194626749206,136.797527087261,1827_00,,0,
1828_00,,尾崎花園前,,35.417421586,136.794870337,1828_00,,0,
